SEASON_YEAR,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,DD2,TD3,Game_Type,UID_STG,PIE,PER,SALARY
2019-20,1629608,Dewan Hernandez,1610612761,TOR,Toronto Raptors,0021900291,2019-12-01T00:00:00,TOR vs. UTA,W,1.683333333,0,3,0,0,0,0,2,2,1,2,1,3,0,0,0,0,0,2,1,2,-2,0,0,Regular Season,2019-2016106127610021900291,-0.722021661,20.70831683,898310
2019-20,1629044,Shamorie Ponds,1610612761,TOR,Toronto Raptors,0021900291,2019-12-01T00:00:00,TOR vs. UTA,W,1.683333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-2,0,0,Regular Season,2019-2016106127610021900291,-0.36101083,0,
2019-20,1629052,Oshae Brissett,1610612761,TOR,Toronto Raptors,0021900291,2019-12-01T00:00:00,TOR vs. UTA,W,4.516666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,Regular Season,2019-2016106127610021900291,-0.722021661,-11.93291513,129568
2019-20,1628449,Chris Boucher,1610612761,TOR,Toronto Raptors,0021900291,2019-12-01T00:00:00,TOR vs. UTA,W,4.95,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,Regular Season,2019-2016106127610021900291,0.36101083,10.88828283,1588231
2019-20,1626178,Rondae Hollis-Jefferson,1610612761,TOR,Toronto Raptors,0021900269,2019-11-29T00:00:00,TOR @ ORL,W,21.785,2,3,0.667,0,0,0,2,2,1,3,3,6,3,2,1,0,0,0,1,6,6,0,0,Regular Season,2019-2016106127610021900269,15.86206897,20.11223319,2500000
2019-20,1627783,Pascal Siakam,1610612761,TOR,Toronto Raptors,0021900269,2019-11-29T00:00:00,TOR @ ORL,W,39.55,4,22,0.182,1,7,0.143,1,3,0.333,5,8,13,5,3,1,1,4,2,2,10,13,1,0,Regular Season,2019-2016106127610021900269,2.75862069,2.039924147,2351839
2019-20,1626259,Malcolm Miller,1610612761,TOR,Toronto Raptors,0021900269,2019-11-29T00:00:00,TOR @ ORL,W,4.5,0,2,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,2,0,0,Regular Season,2019-2016106127610021900269,-5.517241379,-22.45755556,1588231
2019-20,1628449,Chris Boucher,1610612761,TOR,Toronto Raptors,0021900269,2019-11-29T00:00:00,TOR @ ORL,W,11.88333333,2,4,0.5,0,1,0,3,6,0.5,0,3,3,1,1,1,2,1,0,4,7,-1,0,0,Regular Season,2019-2016106127610021900269,9.655172414,27.84403927,1588231
2019-20,201188,Marc Gasol,1610612761,TOR,Toronto Raptors,0021900269,2019-11-29T00:00:00,TOR @ ORL,W,32.23666667,1,6,0.167,0,4,0,4,4,1,1,6,7,1,0,0,0,0,4,3,6,10,0,0,Regular Season,2019-2016106127610021900269,6.206896552,5.296856582,25595700
2019-20,1629056,Terence Davis,1610612761,TOR,Toronto Raptors,0021900269,2019-11-29T00:00:00,TOR @ ORL,W,14.85,2,4,0.5,0,1,0,0,0,0,0,5,5,1,0,1,0,1,3,2,4,0,0,0,Regular Season,2019-2016106127610021900269,8.275862069,13.73919192,898310
2019-20,1628384,OG Anunoby,1610612761,TOR,Toronto Raptors,0021900269,2019-11-29T00:00:00,TOR @ ORL,W,35.46666667,1,5,0.2,0,3,0,0,2,0,1,6,7,4,2,3,0,1,5,2,2,-1,0,0,Regular Season,2019-2016106127610021900269,3.448275862,3.471851504,2281800
2019-20,1627832,Fred VanVleet,1610612761,TOR,Toronto Raptors,0021900269,2019-11-29T00:00:00,TOR @ ORL,W,41.095,7,20,0.35,5,12,0.417,3,5,0.6,1,4,5,4,3,7,0,4,1,2,22,9,0,0,Regular Season,2019-2016106127610021900269,25.51724138,21.56413189,9346153
2019-20,1626181,Norman Powell,1610612761,TOR,Toronto Raptors,0021900269,2019-11-29T00:00:00,TOR @ ORL,W,38.63333333,12,18,0.667,5,8,0.625,4,4,1,0,0,0,1,2,2,1,0,4,2,33,-3,0,0,Regular Season,2019-2016106127610021900269,33.79310345,32.2808283,10116576
2019-20,1629056,Terence Davis,1610612761,TOR,Toronto Raptors,0021900258,2019-11-27T00:00:00,TOR vs. NYK,W,28.74333333,6,13,0.462,3,8,0.375,0,0,0,3,1,4,5,0,0,0,0,3,1,15,24,0,0,Regular Season,2019-2016106127610021900258,10.28806584,22.63276122,898310
2019-20,1628384,OG Anunoby,1610612761,TOR,Toronto Raptors,0021900258,2019-11-27T00:00:00,TOR vs. NYK,W,32.64,5,11,0.455,3,5,0.6,0,0,0,3,9,12,1,3,2,0,1,1,0,13,29,1,0,Regular Season,2019-2016106127610021900258,13.58024691,17.25551471,2281800
2019-20,201188,Marc Gasol,1610612761,TOR,Toronto Raptors,0021900258,2019-11-27T00:00:00,TOR vs. NYK,W,22.51666667,1,3,0.333,1,3,0.333,0,0,0,0,3,3,3,0,2,3,0,2,2,3,2,0,0,Regular Season,2019-2016106127610021900258,6.995884774,17.69600296,25595700
2019-20,1628449,Chris Boucher,1610612761,TOR,Toronto Raptors,0021900258,2019-11-27T00:00:00,TOR vs. NYK,W,25.48333333,4,10,0.4,2,4,0.5,3,4,0.75,5,7,12,4,0,0,0,0,3,2,13,26,1,0,Regular Season,2019-2016106127610021900258,13.58024691,28.196586,1588231
2019-20,1627783,Pascal Siakam,1610612761,TOR,Toronto Raptors,0021900258,2019-11-27T00:00:00,TOR vs. NYK,W,30.06666667,12,22,0.545,5,8,0.625,2,3,0.667,1,7,8,2,3,1,0,1,1,3,31,18,0,0,Regular Season,2019-2016106127610021900258,21.81069959,35.18610865,2351839
2019-20,1626259,Malcolm Miller,1610612761,TOR,Toronto Raptors,0021900258,2019-11-27T00:00:00,TOR vs. NYK,W,13.95,4,5,0.8,4,5,0.8,1,2,0.5,0,0,0,1,1,0,0,1,0,1,13,8,0,0,Regular Season,2019-2016106127610021900258,9.053497942,37.20516129,1588231
2019-20,1629044,Shamorie Ponds,1610612761,TOR,Toronto Raptors,0021900258,2019-11-27T00:00:00,TOR vs. NYK,W,5.866666667,2,3,0.667,0,1,0,0,0,0,0,1,1,2,0,0,0,0,2,0,4,2,0,0,Regular Season,2019-2016106127610021900258,3.29218107,31.08119318,
2019-20,1627832,Fred VanVleet,1610612761,TOR,Toronto Raptors,0021900258,2019-11-27T00:00:00,TOR vs. NYK,W,30.46666667,5,9,0.556,2,5,0.4,3,4,0.75,0,3,3,4,3,0,0,0,2,3,15,3,0,0,Regular Season,2019-2016106127610021900258,9.87654321,15.87105033,9346153
2019-20,1626178,Rondae Hollis-Jefferson,1610612761,TOR,Toronto Raptors,0021900258,2019-11-27T00:00:00,TOR vs. NYK,W,22.93833333,5,10,0.5,0,0,0,2,2,1,3,1,4,1,1,0,0,0,1,3,12,21,0,0,Regular Season,2019-2016106127610021900258,6.995884774,18.44828889,2500000
2019-20,1629052,Oshae Brissett,1610612761,TOR,Toronto Raptors,0021900258,2019-11-27T00:00:00,TOR vs. NYK,W,5.866666667,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,2,0,0,Regular Season,2019-2016106127610021900258,2.469135802,17.60471591,129568
2019-20,1626181,Norman Powell,1610612761,TOR,Toronto Raptors,0021900258,2019-11-27T00:00:00,TOR vs. NYK,W,21.46166667,2,8,0.25,1,2,0.5,2,2,1,2,2,4,2,1,0,1,1,3,2,7,5,0,0,Regular Season,2019-2016106127610021900258,2.057613169,8.994921177,10116576
2019-20,1627783,Pascal Siakam,1610612761,TOR,Toronto Raptors,0021900246,2019-11-25T00:00:00,TOR vs. PHI,W,39.81666667,9,19,0.474,2,6,0.333,5,6,0.833,0,7,7,3,1,1,2,1,3,4,25,12,0,0,Regular Season,2019-2016106127610021900246,24.58100559,23.42677271,2351839
2019-20,1628384,OG Anunoby,1610612761,TOR,Toronto Raptors,0021900246,2019-11-25T00:00:00,TOR vs. PHI,W,34.935,5,10,0.5,2,5,0.4,0,2,0,0,3,3,2,2,1,1,2,2,3,12,2,0,0,Regular Season,2019-2016106127610021900246,8.379888268,10.34355231,2281800
2019-20,1627832,Fred VanVleet,1610612761,TOR,Toronto Raptors,0021900246,2019-11-25T00:00:00,TOR vs. PHI,W,37.76666667,9,15,0.6,3,6,0.5,3,4,0.75,0,3,3,8,3,2,0,0,3,2,24,7,0,0,Regular Season,2019-2016106127610021900246,26.81564246,27.2696293,9346153
2019-20,1626178,Rondae Hollis-Jefferson,1610612761,TOR,Toronto Raptors,0021900246,2019-11-25T00:00:00,TOR vs. PHI,W,30.88333333,6,11,0.545,0,0,0,4,6,0.667,3,7,10,3,0,0,0,0,1,6,16,-4,1,0,Regular Season,2019-2016106127610021900246,21.7877095,25.06478144,2500000
2019-20,1628449,Chris Boucher,1610612761,TOR,Toronto Raptors,0021900246,2019-11-25T00:00:00,TOR vs. PHI,W,13.16666667,0,2,0,0,2,0,0,0,0,2,1,3,0,0,0,0,0,2,1,0,2,0,0,Regular Season,2019-2016106127610021900246,-2.234636872,-1.491721519,1588231
2019-20,1629056,Terence Davis,1610612761,TOR,Toronto Raptors,0021900246,2019-11-25T00:00:00,TOR vs. PHI,W,20.53333333,5,8,0.625,1,4,0.25,0,0,0,2,1,3,1,1,0,0,0,3,0,11,-9,0,0,Regular Season,2019-2016106127610021900246,7.82122905,18.80269481,898310
2019-20,1626181,Norman Powell,1610612761,TOR,Toronto Raptors,0021900246,2019-11-25T00:00:00,TOR vs. PHI,W,28.31666667,3,11,0.273,2,5,0.4,2,2,1,0,5,5,1,2,1,0,0,1,1,10,10,0,0,Regular Season,2019-2016106127610021900246,6.703910615,6.305650383,10116576
2019-20,201188,Marc Gasol,1610612761,TOR,Toronto Raptors,0021900246,2019-11-25T00:00:00,TOR vs. PHI,W,34.58166667,1,8,0.125,1,6,0.167,0,2,0,1,5,6,9,1,0,2,0,3,3,3,5,0,0,Regular Season,2019-2016106127610021900246,6.145251397,6.388760904,25595700
2019-20,1628449,Chris Boucher,1610612761,TOR,Toronto Raptors,0021900228,2019-11-23T00:00:00,TOR @ ATL,W,15.16666667,5,7,0.714,1,2,0.5,2,2,1,4,4,8,0,2,0,0,0,2,3,13,-5,0,0,Regular Season,2019-2016106127610021900228,12.80788177,37.58657143,1588231
2019-20,1629056,Terence Davis,1610612761,TOR,Toronto Raptors,0021900228,2019-11-23T00:00:00,TOR @ ATL,W,16.65,2,6,0.333,1,3,0.333,1,1,1,0,3,3,1,1,0,1,0,3,1,6,1,0,0,Regular Season,2019-2016106127610021900228,2.463054187,7.581441441,898310
2019-20,1626181,Norman Powell,1610612761,TOR,Toronto Raptors,0021900228,2019-11-23T00:00:00,TOR @ ATL,W,34.06666667,8,15,0.533,3,8,0.375,1,1,1,1,2,3,1,3,0,0,0,1,1,20,-11,0,0,Regular Season,2019-2016106127610021900228,12.31527094,15.83606654,10116576
2019-20,1626178,Rondae Hollis-Jefferson,1610612761,TOR,Toronto Raptors,0021900228,2019-11-23T00:00:00,TOR @ ATL,W,24.03333333,2,3,0.667,0,1,0,3,4,0.75,4,5,9,4,1,1,1,0,2,2,7,-5,0,0,Regular Season,2019-2016106127610021900228,14.28571429,26.08539528,2500000
2019-20,201188,Marc Gasol,1610612761,TOR,Toronto Raptors,0021900228,2019-11-23T00:00:00,TOR @ ATL,W,30.725,1,5,0.2,1,3,0.333,0,0,0,0,7,7,3,1,2,1,0,4,3,3,7,0,0,Regular Season,2019-2016106127610021900228,6.403940887,6.90896664,25595700
2019-20,1628384,OG Anunoby,1610612761,TOR,Toronto Raptors,0021900228,2019-11-23T00:00:00,TOR @ ATL,W,25.53,3,10,0.3,0,2,0,1,2,0.5,1,3,4,1,0,0,0,2,0,3,7,2,0,0,Regular Season,2019-2016106127610021900228,3.448275862,5.019271445,2281800
2019-20,1627832,Fred VanVleet,1610612761,TOR,Toronto Raptors,0021900228,2019-11-23T00:00:00,TOR @ ATL,W,43.415,7,21,0.333,2,9,0.222,9,9,1,1,2,3,9,5,1,0,3,1,8,25,11,0,0,Regular Season,2019-2016106127610021900228,17.24137931,16.71689508,9346153
2019-20,1627783,Pascal Siakam,1610612761,TOR,Toronto Raptors,0021900228,2019-11-23T00:00:00,TOR @ ATL,W,40.13,11,18,0.611,4,6,0.667,8,9,0.889,1,3,4,3,2,1,2,2,3,5,34,6,0,0,Regular Season,2019-2016106127610021900228,29.06403941,34.70421131,2351839
2019-20,1629744,Matt Thomas,1610612761,TOR,Toronto Raptors,0021900228,2019-11-23T00:00:00,TOR @ ATL,W,10.28333333,1,3,0.333,1,3,0.333,1,2,0.5,0,1,1,0,0,0,0,0,0,1,4,9,0,0,Regular Season,2019-2016106127610021900228,1.97044335,9.797212318,898310
2019-20,201188,Marc Gasol,1610612761,TOR,Toronto Raptors,0021900207,2019-11-20T00:00:00,TOR vs. ORL,W,29.13333333,2,4,0.5,1,2,0.5,0,0,0,0,6,6,5,0,1,1,0,4,2,5,-2,0,0,Regular Season,2019-2016106127610021900207,10.50228311,14.80143021,25595700
2019-20,1629052,Oshae Brissett,1610612761,TOR,Toronto Raptors,0021900207,2019-11-20T00:00:00,TOR vs. ORL,W,1.433333333,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,0,0,Regular Season,2019-2016106127610021900207,2.739726027,96.04674419,129568
2019-20,1626259,Malcolm Miller,1610612761,TOR,Toronto Raptors,0021900207,2019-11-20T00:00:00,TOR vs. ORL,W,1.433333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,Regular Season,2019-2016106127610021900207,0,0,1588231
2019-20,1629608,Dewan Hernandez,1610612761,TOR,Toronto Raptors,0021900207,2019-11-20T00:00:00,TOR vs. ORL,W,1.433333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,Regular Season,2019-2016106127610021900207,0,0,898310
2019-20,1629744,Matt Thomas,1610612761,TOR,Toronto Raptors,0021900207,2019-11-20T00:00:00,TOR vs. ORL,W,2.351666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regular Season,2019-2016106127610021900207,-0.913242009,-16.66477675,898310
2019-20,1626181,Norman Powell,1610612761,TOR,Toronto Raptors,0021900207,2019-11-20T00:00:00,TOR vs. ORL,W,37.53333333,7,12,0.583,1,4,0.25,0,0,0,0,1,1,2,1,0,0,1,3,2,15,5,0,0,Regular Season,2019-2016106127610021900207,8.219178082,11.61151865,10116576
2019-20,1629056,Terence Davis,1610612761,TOR,Toronto Raptors,0021900207,2019-11-20T00:00:00,TOR vs. ORL,W,27.05,7,10,0.7,3,5,0.6,2,2,1,1,7,8,5,1,0,1,0,2,1,19,22,0,0,Regular Season,2019-2016106127610021900207,23.74429224,36.94011091,898310
2019-20,1628449,Chris Boucher,1610612761,TOR,Toronto Raptors,0021900207,2019-11-20T00:00:00,TOR vs. ORL,W,20.4,5,10,0.5,0,2,0,4,4,1,6,5,11,1,0,0,1,2,3,4,14,22,1,0,Regular Season,2019-2016106127610021900207,14.15525114,36.8627451,1588231
2019-20,1627783,Pascal Siakam,1610612761,TOR,Toronto Raptors,0021900207,2019-11-20T00:00:00,TOR vs. ORL,W,34.63333333,7,18,0.389,1,4,0.25,3,4,0.75,2,9,11,4,3,1,1,2,2,2,18,6,1,0,Regular Season,2019-2016106127610021900207,15.06849315,17.00615977,2351839
2019-20,1627832,Fred VanVleet,1610612761,TOR,Toronto Raptors,0021900207,2019-11-20T00:00:00,TOR vs. ORL,W,34.76666667,10,19,0.526,1,5,0.2,3,4,0.75,0,1,1,7,3,2,0,1,2,2,24,8,0,0,Regular Season,2019-2016106127610021900207,17.35159817,24.38519655,9346153
2019-20,1628384,OG Anunoby,1610612761,TOR,Toronto Raptors,0021900207,2019-11-20T00:00:00,TOR vs. ORL,W,23.08333333,3,6,0.5,1,3,0.333,2,2,1,0,4,4,0,1,0,1,1,3,1,9,1,0,0,Regular Season,2019-2016106127610021900207,5.936073059,12.05224549,2281800
2019-20,1626178,Rondae Hollis-Jefferson,1610612761,TOR,Toronto Raptors,0021900207,2019-11-20T00:00:00,TOR vs. ORL,W,26.74833333,3,6,0.5,0,1,0,0,3,0,1,4,5,2,2,1,0,1,2,2,6,21,0,0,Regular Season,2019-2016106127610021900207,3.196347032,5.944818992,2500000
2019-20,1627783,Pascal Siakam,1610612761,TOR,Toronto Raptors,0021900191,2019-11-18T00:00:00,TOR vs. CHA,W,34.685,7,14,0.5,3,6,0.5,3,3,1,2,6,8,5,0,1,1,0,1,5,20,36,0,0,Regular Season,2019-2016106127610021900191,17.46575342,29.94856566,2351839
2019-20,1628384,OG Anunoby,1610612761,TOR,Toronto Raptors,0021900191,2019-11-18T00:00:00,TOR vs. CHA,W,27.33,10,13,0.769,4,7,0.571,0,0,0,0,5,5,2,3,1,0,0,4,1,24,25,0,0,Regular Season,2019-2016106127610021900191,15.06849315,33.47811928,2281800
2019-20,1627832,Fred VanVleet,1610612761,TOR,Toronto Raptors,0021900191,2019-11-18T00:00:00,TOR vs. CHA,W,30.78333333,3,12,0.25,2,6,0.333,3,4,0.75,1,3,4,8,2,5,0,2,2,4,11,19,0,0,Regular Season,2019-2016106127610021900191,9.246575342,20.04487277,9346153
2019-20,1626178,Rondae Hollis-Jefferson,1610612761,TOR,Toronto Raptors,0021900191,2019-11-18T00:00:00,TOR vs. CHA,W,20.2,6,10,0.6,0,0,0,3,3,1,4,4,8,2,0,0,0,2,4,2,15,11,0,0,Regular Season,2019-2016106127610021900191,10.2739726,35.41985149,2500000
2019-20,1629056,Terence Davis,1610612761,TOR,Toronto Raptors,0021900191,2019-11-18T00:00:00,TOR vs. CHA,W,20.67,5,7,0.714,4,5,0.8,2,2,1,0,1,1,7,2,1,0,0,5,1,16,11,0,0,Regular Season,2019-2016106127610021900191,10.95890411,37.23110789,898310
2019-20,201188,Marc Gasol,1610612761,TOR,Toronto Raptors,0021900191,2019-11-18T00:00:00,TOR vs. CHA,W,29.21666667,2,4,0.5,1,3,0.333,0,0,0,1,7,8,9,0,0,1,0,1,0,5,26,0,0,Regular Season,2019-2016106127610021900191,13.01369863,21.27022248,25595700
2019-20,1626181,Norman Powell,1610612761,TOR,Toronto Raptors,0021900191,2019-11-18T00:00:00,TOR vs. CHA,W,25.25,7,15,0.467,2,8,0.25,1,2,0.5,1,1,2,6,1,2,0,1,0,3,17,27,0,0,Regular Season,2019-2016106127610021900191,11.30136986,29.06827723,10116576
2019-20,1629744,Matt Thomas,1610612761,TOR,Toronto Raptors,0021900191,2019-11-18T00:00:00,TOR vs. CHA,W,15.565,2,5,0.4,2,4,0.5,0,0,0,0,1,1,1,0,1,0,1,1,1,6,13,0,0,Regular Season,2019-2016106127610021900191,3.424657534,15.66790877,898310
2019-20,1628449,Chris Boucher,1610612761,TOR,Toronto Raptors,0021900191,2019-11-18T00:00:00,TOR vs. CHA,W,18.25,5,11,0.455,1,2,0.5,0,1,0,7,4,11,0,1,1,0,2,3,2,11,10,1,0,Regular Season,2019-2016106127610021900191,5.821917808,27.81983562,1588231
2019-20,1629052,Oshae Brissett,1610612761,TOR,Toronto Raptors,0021900191,2019-11-18T00:00:00,TOR vs. CHA,W,5.316666667,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,Regular Season,2019-2016106127610021900191,-1.369863014,-14.74231975,129568
2019-20,1629608,Dewan Hernandez,1610612761,TOR,Toronto Raptors,0021900191,2019-11-18T00:00:00,TOR vs. CHA,W,6.366666667,1,2,0.5,0,1,0,0,0,0,0,4,4,0,1,1,0,0,3,0,2,2,0,0,Regular Season,2019-2016106127610021900191,1.369863014,8.485759162,898310
2019-20,1626259,Malcolm Miller,1610612761,TOR,Toronto Raptors,0021900191,2019-11-18T00:00:00,TOR vs. CHA,W,6.366666667,2,2,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,5,2,0,0,Regular Season,2019-2016106127610021900191,3.424657534,34.72931937,1588231
2019-20,201188,Marc Gasol,1610612761,TOR,Toronto Raptors,0021900180,2019-11-16T00:00:00,TOR @ DAL,L,26.48333333,1,7,0.143,1,2,0.5,3,3,1,2,7,9,2,1,1,0,0,3,3,6,-13,0,0,Regular Season,2019-2016106127610021900180,8.805031447,9.14624292,25595700
2019-20,1627832,Fred VanVleet,1610612761,TOR,Toronto Raptors,0021900180,2019-11-16T00:00:00,TOR @ DAL,L,38.58333333,8,18,0.444,4,11,0.364,4,4,1,0,5,5,7,3,1,0,1,3,3,24,-22,0,0,Regular Season,2019-2016106127610021900180,26.41509434,21.94590065,9346153
2019-20,1629744,Matt Thomas,1610612761,TOR,Toronto Raptors,0021900180,2019-11-16T00:00:00,TOR @ DAL,L,16.55,4,5,0.8,2,2,1,0,0,0,0,3,3,0,0,0,0,0,1,0,10,12,0,0,Regular Season,2019-2016106127610021900180,13.83647799,26.27861027,898310
2019-20,1628384,OG Anunoby,1610612761,TOR,Toronto Raptors,0021900180,2019-11-16T00:00:00,TOR @ DAL,L,31.85,3,6,0.5,2,4,0.5,0,0,0,0,5,5,0,0,0,0,0,2,1,8,-12,0,0,Regular Season,2019-2016106127610021900180,10.06289308,8.881036107,2281800
2019-20,1626181,Norman Powell,1610612761,TOR,Toronto Raptors,0021900180,2019-11-16T00:00:00,TOR @ DAL,L,32.43333333,9,15,0.6,6,8,0.75,2,3,0.667,0,6,6,1,2,1,0,1,4,2,26,1,0,0,Regular Season,2019-2016106127610021900180,26.41509434,28.44348407,10116576
2019-20,1627783,Pascal Siakam,1610612761,TOR,Toronto Raptors,0021900180,2019-11-16T00:00:00,TOR @ DAL,L,41.21666667,6,24,0.25,2,10,0.2,1,3,0.333,0,3,3,7,5,1,1,1,4,3,15,3,0,0,Regular Season,2019-2016106127610021900180,-3.144654088,-0.922369592,2351839
2019-20,1626178,Rondae Hollis-Jefferson,1610612761,TOR,Toronto Raptors,0021900180,2019-11-16T00:00:00,TOR @ DAL,L,25.28333333,4,6,0.667,0,0,0,0,0,0,3,1,4,0,2,2,0,0,3,1,8,-8,0,0,Regular Season,2019-2016106127610021900180,6.918238994,13.68549769,2500000
2019-20,1629056,Terence Davis,1610612761,TOR,Toronto Raptors,0021900180,2019-11-16T00:00:00,TOR @ DAL,L,15.56666667,1,6,0.167,0,3,0,0,0,0,0,4,4,4,0,1,0,1,0,0,2,0,0,0,Regular Season,2019-2016106127610021900180,7.547169811,9.083062099,898310
2019-20,1628449,Chris Boucher,1610612761,TOR,Toronto Raptors,0021900180,2019-11-16T00:00:00,TOR @ DAL,L,12.03333333,1,2,0.5,0,1,0,1,2,0.5,2,1,3,0,1,0,1,0,0,2,3,-1,0,0,Regular Season,2019-2016106127610021900180,3.144654088,12.61944598,1588231
2019-20,1626178,Rondae Hollis-Jefferson,1610612761,TOR,Toronto Raptors,0021900160,2019-11-13T00:00:00,TOR @ POR,W,25.95833333,6,8,0.75,0,0,0,4,4,1,8,3,11,1,2,1,1,0,2,3,16,10,1,0,Regular Season,2019-2016106127610021900160,19.02439024,37.27985875,2500000
2019-20,1628449,Chris Boucher,1610612761,TOR,Toronto Raptors,0021900160,2019-11-13T00:00:00,TOR @ POR,W,14.50833333,1,4,0.25,0,2,0,0,0,0,3,4,7,1,0,0,0,0,2,0,2,-1,0,0,Regular Season,2019-2016106127610021900160,3.414634146,9.99887421,1588231
2019-20,1626169,Stanley Johnson,1610612761,TOR,Toronto Raptors,0021900160,2019-11-13T00:00:00,TOR @ POR,W,4.983333333,1,3,0.333,0,0,0,0,0,0,1,2,3,0,0,0,0,1,2,0,2,5,0,0,Regular Season,2019-2016106127610021900160,0.487804878,8.385150502,3623000
2019-20,1629744,Matt Thomas,1610612761,TOR,Toronto Raptors,0021900160,2019-11-13T00:00:00,TOR @ POR,W,11.75833333,1,6,0.167,0,3,0,0,0,0,0,1,1,1,0,0,0,1,0,0,2,-7,0,0,Regular Season,2019-2016106127610021900160,-0.975609756,-5.158554217,898310
2019-20,1627783,Pascal Siakam,1610612761,TOR,Toronto Raptors,0021900160,2019-11-13T00:00:00,TOR @ POR,W,41.41666667,15,28,0.536,4,7,0.571,2,3,0.667,1,5,6,3,4,1,1,2,2,4,36,9,0,0,Regular Season,2019-2016106127610021900160,25.36585366,27.03534809,2351839
2019-20,1627832,Fred VanVleet,1610612761,TOR,Toronto Raptors,0021900160,2019-11-13T00:00:00,TOR @ POR,W,40.48333333,10,16,0.625,4,6,0.667,6,6,1,0,4,4,7,2,2,1,1,4,5,30,8,0,0,Regular Season,2019-2016106127610021900160,30.73170732,34.18984767,9346153
2019-20,1626181,Norman Powell,1610612761,TOR,Toronto Raptors,0021900160,2019-11-13T00:00:00,TOR @ POR,W,27.225,0,6,0,0,2,0,2,2,1,1,6,7,0,0,0,2,2,1,2,2,-3,0,0,Regular Season,2019-2016106127610021900160,2.43902439,1.733259871,10116576
2019-20,1626259,Malcolm Miller,1610612761,TOR,Toronto Raptors,0021900160,2019-11-13T00:00:00,TOR @ POR,W,7.433333333,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-6,0,0,Regular Season,2019-2016106127610021900160,-0.975609756,-7.857847534,1588231
2019-20,201188,Marc Gasol,1610612761,TOR,Toronto Raptors,0021900160,2019-11-13T00:00:00,TOR @ POR,W,35.36666667,3,10,0.3,3,5,0.6,0,0,0,0,5,5,5,2,0,4,0,5,1,9,6,0,0,Regular Season,2019-2016106127610021900160,6.829268293,9.859198869,25595700
2019-20,1629056,Terence Davis,1610612761,TOR,Toronto Raptors,0021900160,2019-11-13T00:00:00,TOR @ POR,W,30.86666667,5,10,0.5,3,6,0.5,2,2,1,0,6,6,1,1,0,0,0,2,1,15,19,0,0,Regular Season,2019-2016106127610021900160,13.65853659,16.75707343,898310
2019-20,1629056,Terence Davis,1610612761,TOR,Toronto Raptors,0021900145,2019-11-11T00:00:00,TOR @ LAC,L,16.75,2,4,0.5,1,2,0.5,0,0,0,0,1,1,2,0,1,1,0,1,0,5,2,0,0,Regular Season,2019-2016106127610021900145,9.923664122,18.21916418,898310
2019-20,1629744,Matt Thomas,1610612761,TOR,Toronto Raptors,0021900145,2019-11-11T00:00:00,TOR @ LAC,L,11.375,3,3,1,2,2,1,0,0,0,0,1,1,0,1,0,0,0,3,0,8,-5,0,0,Regular Season,2019-2016106127610021900145,7.633587786,23.78303297,898310
2019-20,1626181,Norman Powell,1610612761,TOR,Toronto Raptors,0021900145,2019-11-11T00:00:00,TOR @ LAC,L,37.21666667,5,12,0.417,1,5,0.2,4,5,0.8,0,4,4,2,2,0,1,0,3,3,15,-18,0,0,Regular Season,2019-2016106127610021900145,12.97709924,10.27287058,10116576
2019-20,1626178,Rondae Hollis-Jefferson,1610612761,TOR,Toronto Raptors,0021900145,2019-11-11T00:00:00,TOR @ LAC,L,28.8,4,11,0.364,0,0,0,1,2,0.5,2,7,9,1,3,3,1,1,4,2,9,-1,0,0,Regular Season,2019-2016106127610021900145,9.923664122,9.81125,2500000
2019-20,1627832,Fred VanVleet,1610612761,TOR,Toronto Raptors,0021900145,2019-11-11T00:00:00,TOR @ LAC,L,45.43333333,6,20,0.3,1,6,0.167,1,2,0.5,0,2,2,8,3,3,0,2,3,7,14,-14,0,0,Regular Season,2019-2016106127610021900145,9.160305344,6.616705796,9346153
